lap_number,driver_number,grand_prix,flag_upper,sc_deploy,sc_end,vsc_deploy,vsc_end,is_yellow,is_double_yellow,is_red,is_blue,lap_clean
39,43.0,Hungaroring,BLUE,False,False,False,False,False,False,False,True,False
39,43.0,Hungaroring,BLUE,False,False,False,False,False,False,False,True,False
41,43.0,Hungaroring,BLUE,False,False,False,False,False,False,False,True,False
46,43.0,Hungaroring,BLUE,False,False,False,False,False,False,False,True,False
48,43.0,Hungaroring,BLUE,False,False,False,False,False,False,False,True,False
51,43.0,Hungaroring,BLUE,False,False,False,False,False,False,False,True,False
51,43.0,Hungaroring,BLUE,False,False,False,False,False,False,False,True,False
44,44.0,Hungaroring,BLUE,False,False,False,False,False,False,False,True,False
64,44.0,Hungaroring,BLUE,False,False,False,False,False,False,False,True,False
64,44.0,Hungaroring,BLUE,False,False,False,False,False,False,False,True,False
69,55.0,Hungaroring,BLUE,False,False,False,False,False,False,False,True,False
49,87.0,Hungaroring,BLUE,False,False,False,False,False,False,False,True,False
1,,Hungaroring,YELLOW,False,False,False,False,True,False,False,False,False
1,,Hungaroring,YELLOW,False,False,False,False,True,False,False,False,False
43,5.0,Imola,BLUE,False,False,False,False,False,False,False,True,False
46,10.0,Imola,BLUE,False,False,False,False,False,False,False,True,False
46,10.0,Imola,BLUE,False,False,False,False,False,False,False,True,False
45,30.0,Imola,BLUE,False,False,False,False,False,False,False,True,False
45,43.0,Imola,BLUE,False,False,False,False,False,False,False,True,False
29,,Imola,YELLOW,False,False,False,False,True,False,False,False,False
29,,Imola,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
29,,Imola,YELLOW,False,False,False,False,True,False,False,False,False
46,,Imola,YELLOW,False,False,False,False,True,False,False,False,False
47,,Imola,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
50,,Imola,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
35,44.0,Interlagos,BLUE,False,False,False,False,False,False,False,True,False
38,44.0,Interlagos,BLUE,False,False,False,False,False,False,False,True,False
1,,Interlagos,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
1,,Interlagos,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
1,,Interlagos,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
3,,Interlagos,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
6,,Interlagos,YELLOW,False,False,False,False,True,False,False,False,False
6,,Interlagos,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
6,,Interlagos,YELLOW,False,False,False,False,True,False,False,False,False
46,5.0,Jeddah,BLUE,False,False,False,False,False,False,False,True,False
47,5.0,Jeddah,BLUE,False,False,False,False,False,False,False,True,False
48,5.0,Jeddah,BLUE,False,False,False,False,False,False,False,True,False
48,5.0,Jeddah,BLUE,False,False,False,False,False,False,False,True,False
41,7.0,Jeddah,BLUE,False,False,False,False,False,False,False,True,False
43,7.0,Jeddah,BLUE,False,False,False,False,False,False,False,True,False
45,7.0,Jeddah,BLUE,False,False,False,False,False,False,False,True,False
46,7.0,Jeddah,BLUE,False,False,False,False,False,False,False,True,False
46,18.0,Jeddah,BLUE,False,False,False,False,False,False,False,True,False
48,18.0,Jeddah,BLUE,False,False,False,False,False,False,False,True,False
48,18.0,Jeddah,BLUE,False,False,False,False,False,False,False,True,False
50,27.0,Jeddah,BLUE,False,False,False,False,False,False,False,True,False
50,27.0,Jeddah,BLUE,False,False,False,False,False,False,False,True,False
1,,Jeddah,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
1,,Jeddah,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
1,,Jeddah,YELLOW,False,False,False,False,True,False,False,False,False
1,,Jeddah,YELLOW,False,False,False,False,True,False,False,False,False
1,,Jeddah,YELLOW,False,False,False,False,True,False,False,False,False
1,,Jeddah,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
2,,Jeddah,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
2,,Jeddah,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
2,,Jeddah,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
36,23.0,Las Vegas,BLUE,False,False,False,False,False,False,False,True,False
36,23.0,Las Vegas,BLUE,False,False,False,False,False,False,False,True,False
49,30.0,Las Vegas,BLUE,False,False,False,False,False,False,False,True,False
45,43.0,Las Vegas,BLUE,False,False,False,False,False,False,False,True,False
1,,Las Vegas,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
1,,Las Vegas,YELLOW,False,False,False,False,True,False,False,False,False
1,,Las Vegas,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
1,,Las Vegas,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
2,,Las Vegas,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
2,,Las Vegas,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
16,,Las Vegas,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
57,6.0,Lusail,BLUE,False,False,False,False,False,False,False,True,False
53,10.0,Lusail,BLUE,False,False,False,False,False,False,False,True,False
54,10.0,Lusail,BLUE,False,False,False,False,False,False,False,True,False
55,18.0,Lusail,BLUE,False,False,False,False,False,False,False,True,False
55,31.0,Lusail,BLUE,False,False,False,False,False,False,False,True,False
55,43.0,Lusail,BLUE,False,False,False,False,False,False,False,True,False
55,43.0,Lusail,BLUE,False,False,False,False,False,False,False,True,False
55,43.0,Lusail,BLUE,False,False,False,False,False,False,False,True,False
7,,Lusail,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
7,,Lusail,YELLOW,False,False,False,False,True,False,False,False,False
32,30.0,Melbourne,BLUE,False,False,False,False,False,False,False,True,False
33,30.0,Melbourne,BLUE,False,False,False,False,False,False,False,True,False
29,31.0,Melbourne,BLUE,False,False,False,False,False,False,False,True,False
46,81.0,Melbourne,BLUE,False,False,False,False,False,False,False,True,False
47,81.0,Melbourne,BLUE,False,False,False,False,False,False,False,True,False
29,87.0,Melbourne,BLUE,False,False,False,False,False,False,False,True,False
34,87.0,Melbourne,BLUE,False,False,False,False,False,False,False,True,False
46,87.0,Melbourne,BLUE,False,False,False,False,False,False,False,True,False
46,87.0,Melbourne,BLUE,False,False,False,False,False,False,False,True,False
47,87.0,Melbourne,BLUE,False,False,False,False,False,False,False,True,False
1,,Melbourne,YELLOW,False,False,False,False,True,False,False,False,False
1,,Melbourne,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
1,,Melbourne,YELLOW,False,False,False,False,True,False,False,False,False
1,,Melbourne,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
1,,Melbourne,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
1,,Melbourne,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
1,,Melbourne,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
2,,Melbourne,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
34,,Melbourne,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
38,,Melbourne,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
38,,Melbourne,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
44,,Melbourne,YELLOW,False,False,False,False,True,False,False,False,False
45,,Melbourne,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
45,,Melbourne,YELLOW,False,False,False,False,True,False,False,False,False
47,,Melbourne,YELLOW,False,False,False,False,True,False,False,False,False
47,,Melbourne,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
47,,Melbourne,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
47,,Melbourne,YELLOW,False,False,False,False,True,False,False,False,False
47,,Melbourne,YELLOW,False,False,False,False,True,False,False,False,False
47,,Melbourne,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
47,,Melbourne,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
65,6.0,Mexico City,BLUE,False,False,False,False,False,False,False,True,False
37,10.0,Mexico City,BLUE,False,False,False,False,False,False,False,True,False
59,10.0,Mexico City,BLUE,False,False,False,False,False,False,False,True,False
62,10.0,Mexico City,BLUE,False,False,False,False,False,False,False,True,False
69,10.0,Mexico City,BLUE,False,False,False,False,False,False,False,True,False
50,18.0,Mexico City,BLUE,False,False,False,False,False,False,False,True,False
50,18.0,Mexico City,BLUE,False,False,False,False,False,False,False,True,False
51,18.0,Mexico City,BLUE,False,False,False,False,False,False,False,True,False
64,23.0,Mexico City,BLUE,False,False,False,False,False,False,False,True,False
65,23.0,Mexico City,BLUE,False,False,False,False,False,False,False,True,False
65,23.0,Mexico City,BLUE,False,False,False,False,False,False,False,True,False
44,43.0,Mexico City,BLUE,False,False,False,False,False,False,False,True,False
69,43.0,Mexico City,BLUE,False,False,False,False,False,False,False,True,False
69,43.0,Mexico City,BLUE,False,False,False,False,False,False,False,True,False
69,43.0,Mexico City,BLUE,False,False,False,False,False,False,False,True,False
69,43.0,Mexico City,BLUE,False,False,False,False,False,False,False,True,False
3,,Mexico City,YELLOW,False,False,False,False,True,False,False,False,False
3,,Mexico City,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
6,,Mexico City,YELLOW,False,False,False,False,True,False,False,False,False
70,,Mexico City,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
70,,Mexico City,YELLOW,False,False,False,False,True,False,False,False,False
32,5.0,Miami,BLUE,False,False,False,False,False,False,False,True,False
48,14.0,Miami,BLUE,False,False,False,False,False,False,False,True,False
49,14.0,Miami,BLUE,False,False,False,False,False,False,False,True,False
49,14.0,Miami,BLUE,False,False,False,False,False,False,False,True,False
46,18.0,Miami,BLUE,False,False,False,False,False,False,False,True,False
47,18.0,Miami,BLUE,False,False,False,False,False,False,False,True,False
57,27.0,Miami,BLUE,False,False,False,False,False,False,False,True,False
35,30.0,Miami,BLUE,False,False,False,False,False,False,False,True,False
37,30.0,Miami,BLUE,False,False,False,False,False,False,False,True,False
1,,Miami,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
1,,Miami,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
1,,Miami,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
1,,Miami,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
1,,Miami,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
1,,Miami,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
1,,Miami,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
1,,Miami,YELLOW,False,False,False,False,True,False,False,False,False
1,,Miami,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
1,,Miami,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
2,,Miami,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
2,,Miami,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
3,,Miami,DOUBLE YELLOW,False,False,False,False,True,True,False,False,False
28,5.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
29,5.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
32,5.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
34,5.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
48,5.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
49,5.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
52,5.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
53,5.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
53,5.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
55,5.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
66,5.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
67,5.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
67,5.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
42,6.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
43,6.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
44,6.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
46,6.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
52,6.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
55,6.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
68,6.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
68,6.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
31,12.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
32,12.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
33,12.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
33,12.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
37,12.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
49,12.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
53,12.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
54,12.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
54,12.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
56,12.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
27,18.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
30,18.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
31,18.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
32,18.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
33,18.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
35,18.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
35,18.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
35,18.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
49,18.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
53,18.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
54,18.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
54,18.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
56,18.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
31,22.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
32,22.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
33,22.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
33,22.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
36,22.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
49,22.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
53,22.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
54,22.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
54,22.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
54,22.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
56,22.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
72,22.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
34,23.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
35,23.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
35,23.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
50,23.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
54,23.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
54,23.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
54,23.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
55,23.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
57,23.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
58,23.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
28,27.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
30,27.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
31,27.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
32,27.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
32,27.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
33,27.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
36,27.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
36,27.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
51,27.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
53,27.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
53,27.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
55,27.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
64,27.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
64,27.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
64,27.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
66,27.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
66,27.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
66,27.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
34,30.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
34,30.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
37,30.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
37,30.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
37,30.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
37,30.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
66,30.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
66,30.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
67,30.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
40,31.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
41,31.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
42,31.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
45,31.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
46,31.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
52,31.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
54,31.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
54,31.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
68,31.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
28,43.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
29,43.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
29,43.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
33,43.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
48,43.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
49,43.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
52,43.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
53,43.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
54,43.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
55,43.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
69,43.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
70,43.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
33,55.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
34,55.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
34,55.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
34,55.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
37,55.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
56,55.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
61,55.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
61,55.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
61,55.0,Monte Carlo,BLUE,False,False,False,False,False,False,False,True,False
